39.8534	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	61.5812	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	39.9148	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	84.829	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	39.8791	39.9505	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	45.4743	102.602	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	38.2653	39.909	39.9712	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	58.0696	113.255	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	37.0455	38.0589	39.9351	39.9833	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	61.6246	19.1952	73.1877	120.565	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	37.1204	35.7757	38.4166	39.9553	39.9903	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	39.9145	49.142	46.2581	76.6	125.906	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	40.7266	35.8095	35.9154	38.8424	39.9699	39.9944	40	40	40	40	40	40	40	40	40	40	40	40	40	44.766	35.1129	43.7593	60.3464	88.0726	129.011	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	40.2172	39.8111	35.4563	36.6073	39.1895	39.9802	39.9967	40	40	40	40	40	40	40	40	40	40	40	39.9145	50.0475	32.7844	39.5972	71.6518	99.6683	130.652	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	40.005	40.048	38.6575	35.7491	37.3719	39.4416	39.9871	39.9981	40	40	40	40	40	40	40	40	40	41.0891	38.7897	56.0195	31.1521	39.3476	79.9604	110.553	130.652	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	40.2209	39.7186	39.4963	37.8131	36.3709	38.0309	39.6169	39.9917	39.9989	40	40	40	40	40	40	40	39.9145	45.2558	35.3291	62.6703	29.1177	42.4595	87.1125	118.3	130.652	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
39.8534	40.0065	40.0116	39.626	38.8234	37.4243	37.0886	38.5468	39.7368	39.9947	39.9994	40	40	40	40	40	40	39.8789	42.8631	40.3966	78.6399	17.2031	46.5583	95.1265	122.741	130.652	385	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	
