198.651	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	335.137	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	199.032	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	478.607	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	198.759	199.306	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	237.391	584.687	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	199.048	198.913	199.502	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	315.328	650.219	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	323.446	74.8623	199.08	199.643	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	206.62	405.514	696.884	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	173.02	275.369	88.2873	199.239	199.744	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	237.476	483.361	731.652	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	229.961	164.138	235.489	106.873	199.382	199.816	200	200	200	200	200	200	200	200	200	200	200	200	200	200	199.026	200.937	292.505	548.821	754.67	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	207.348	237.861	274.315	92.4549	124.307	199.504	199.868	200	200	200	200	200	200	200	200	200	200	200	199.026	200.972	200.023	205.877	354.464	612.384	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	210.121	206.77	325.12	173.958	80.9468	139.231	199.607	199.905	200	200	200	200	200	200	200	200	200	330.817	67.938	199.881	202.601	228.407	410.858	675.713	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	204.615	206.119	265.35	293.472	127.676	86.948	151.562	199.692	199.932	200	200	200	200	200	200	200	199.026	237.763	256.371	105.024	202.319	269.971	466.721	722.493	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	200.627	204.714	222.572	297.712	241.65	109.392	97.3916	161.597	199.76	199.951	200	200	200	200	200	200	198.755	209.79	242.927	214.711	136.966	317.264	532.3	750.443	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	199.382	208.466	202.788	243.444	298.995	207.311	96.592	108.908	169.701	199.814	199.965	200	200	200	199.026	200.379	199.275	201.821	218.995	236.213	203.536	321.02	602.474	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	199.034	202.603	206.012	214.081	259.939	286.785	185.315	85.2506	120.307	176.208	199.857	199.975	200	200.699	198.056	199.66	201.231	198.565	206.591	223.778	262.828	372.961	661.839	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	111.728	301.917	104.756	205.156	226.82	269.431	273.332	180.498	62.3251	131.097	181.405	199.89	199.008	200.575	199.584	291.913	107.179	203.093	197.698	215.41	284.157	466.117	704.926	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	94.3932	164.79	247.083	139.185	204.468	238.656	273.978	287.497	104.309	87.3765	141.05	185.534	198.671	199.61	200.133	225.231	313.835	61.4492	206.922	220.508	299.342	552.011	735.341	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	137.383	113.948	300.538	105	167.059	203.448	248.468	296.121	236.323	81.6238	102.168	153.758	188.832	199.168	199.519	207.105	249.843	243.765	107.383	240.566	346.229	610.826	753.462	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	209.399	97.8515	228.513	217.201	90.8161	190.228	200.601	262.756	293.869	188.197	77.0751	116.677	163.321	192.181	200.672	199.742	218.976	248.498	207.995	190.535	417.609	657.275	760.761	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	216.264	163.647	144.104	256.442	175.522	89.1701	187.914	217.866	273.333	272.873	147.038	138.648	79.0617	171.8	195.021	205.52	199.035	227.177	243.237	252.721	458.456	698.47	760.761	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	204.718	200.474	158.218	190.418	290.376	80.0427	125.927	186.878	233.274	275.221	241.713	202.572	58.4224	104.822	178.479	199.7	201.727	206.852	232.554	346.487	511.745	726.17	760.761	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
198.651	200.336	204.323	187.953	167.163	271.783	202.288	69.3391	156.212	185.923	244.926	265.913	275.67	117.788	71.2243	125.282	184.493	206.553	209.77	219.359	403.321	588.722	741.918	760.761	763.888	766.683	487.5	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
